Date;Year;Home;Away;HG;AG
15/09/2012;2012;São Paulo;Portuguesa;3;1
16/09/2012;2012;Palmeiras;Corinthians;0;2
16/09/2012;2012;Cruzeiro;Vasco;1;1
16/09/2012;2012;Coritiba;Santos;1;2
16/09/2012;2012;Náutico;Atlético Mineiro;1;0
16/09/2012;2012;Bahia;Figueirense;2;1
16/09/2012;2012;Flamengo;Grêmio;1;1
16/09/2012;2012;Internacional;Sport;2;2
16/09/2012;2012;Ponte Preta;Botafogo;0;0
22/09/2012;2012;Fluminense;Náutico;2;1
22/09/2012;2012;Figueirense;Palmeiras;1;3
23/09/2012;2012;Santos;Portuguesa;1;3
23/09/2012;2012;Botafogo;Corinthians;2;2
23/09/2012;2012;São Paulo;Cruzeiro;1;0
23/09/2012;2012;Ponte Preta;Vasco;0;0
23/09/2012;2012;Atlético Goianiense;Flamengo;1;2
23/09/2012;2012;Internacional;Bahia;3;1
23/09/2012;2012;Atlético Mineiro;Grêmio;0;0
23/09/2012;2012;Sport;Coritiba;1;0
27/09/2012;2012;Flamengo;Atlético Mineiro;2;1
29/09/2012;2012;Vasco;Figueirense;3;1
29/09/2012;2012;Cruzeiro;Internacional;0;0
29/09/2012;2012;Portuguesa;Atlético Mineiro;1;1
29/09/2012;2012;Náutico;Atlético Goianiense;2;0
30/09/2012;2012;Palmeiras;Ponte Preta;3;0
30/09/2012;2012;Flamengo;Fluminense;0;1
30/09/2012;2012;Corinthians;Sport;3;0
30/09/2012;2012;Coritiba;São Paulo;1;1
30/09/2012;2012;Bahia;Botafogo;2;0
30/09/2012;2012;Grêmio;Santos;1;1
05/10/2012;2012;Flamengo;Bahia;0;0
05/10/2012;2012;Portuguesa;Sport;5;1
05/10/2012;2012;Coritiba;Ponte Preta;1;0
06/10/2012;2012;São Paulo;Palmeiras;3;0
06/10/2012;2012;Santos;Internacional;1;1
06/10/2012;2012;Náutico;Corinthians;2;1
06/10/2012;2012;Atlético Goianiense;Vasco;0;1
06/10/2012;2012;Fluminense;Botafogo;1;0
06/10/2012;2012;Grêmio;Cruzeiro;2;1
06/10/2012;2012;Atlético Mineiro;Figueirense;6;0
11/10/2012;2012;Botafogo;Santos;0;2
11/10/2012;2012;Cruzeiro;Portuguesa;2;0
11/10/2012;2012;Ponte Preta;Náutico;2;1
11/10/2012;2012;Figueirense;Atlético Goianiense;3;1
11/10/2012;2012;Bahia;Fluminense;0;2
11/10/2012;2012;Vasco;São Paulo;0;2
11/10/2012;2012;Corinthians;Flamengo;3;2
11/10/2012;2012;Internacional;Atlético Mineiro;3;0
12/10/2012;2012;Palmeiras;Coritiba;0;1
12/10/2012;2012;Sport;Grêmio;1;3
13/10/2012;2012;Flamengo;Cruzeiro;1;1
13/10/2012;2012;Atlético Goianiense;Internacional;3;1
14/10/2012;2012;Portuguesa;Corinthians;1;1
14/10/2012;2012;Santos;Vasco;2;0
14/10/2012;2012;São Paulo;Figueirense;2;0
14/10/2012;2012;Atlético Mineiro;Sport;2;1
14/10/2012;2012;Coritiba;Bahia;2;1
14/10/2012;2012;Náutico;Palmeiras;1;0
14/10/2012;2012;Fluminense;Ponte Preta;2;1
14/10/2012;2012;Grêmio;Botafogo;1;1
18/10/2012;2012;Fluminense;Grêmio;2;2
18/10/2012;2012;Internacional;Figueirense;2;3
18/10/2012;2012;Coritiba;Náutico;2;1
18/10/2012;2012;Bahia;Palmeiras;0;1
18/10/2012;2012;Santos;Atlético Mineiro;2;2
18/10/2012;2012;Cruzeiro;Corinthians;2;0
18/10/2012;2012;Portuguesa;Flamengo;0;0
19/10/2012;2012;Botafogo;Vasco;3;2
19/10/2012;2012;São Paulo;Atlético Goianiense;2;0
19/10/2012;2012;Sport;Ponte Preta;3;1
20/10/2012;2012;Palmeiras;Cruzeiro;2;0
20/10/2012;2012;Corinthians;Bahia;1;1
20/10/2012;2012;Grêmio;Coritiba;0;0
21/10/2012;2012;Flamengo;São Paulo;1;0
21/10/2012;2012;Atlético Mineiro;Fluminense;3;2
21/10/2012;2012;Náutico;Portuguesa;0;0
21/10/2012;2012;Ponte Preta;Santos;1;0
21/10/2012;2012;Atlético Goianiense;Sport;0;1
25/10/2012;2012;Vasco;Internacional;1;2
25/10/2012;2012;Figueirense;Botafogo;0;2
26/10/2012;2012;Fluminense;Coritiba;2;1
26/10/2012;2012;Santos;Náutico;0;0
26/10/2012;2012;Ponte Preta;Cruzeiro;1;0
27/10/2012;2012;Corinthians;Vasco;1;0
27/10/2012;2012;Internacional;Palmeiras;2;1
27/10/2012;2012;Botafogo;Atlético Goianiense;4;0
27/10/2012;2012;Figueirense;Portuguesa;0;0
27/10/2012;2012;Sport;São Paulo;2;4
27/10/2012;2012;Bahia;Grêmio;1;1
01/11/2012;2012;Atlético Mineiro;Flamengo;1;1
03/11/2012;2012;Grêmio;Ponte Preta;1;0
03/11/2012;2012;Cruzeiro;Santos;0;4
04/11/2012;2012;Flamengo;Figueirense;1;0
04/11/2012;2012;Vasco;Sport;0;3
04/11/2012;2012;Palmeiras;Botafogo;2;2
04/11/2012;2012;São Paulo;Fluminense;1;1
04/11/2012;2012;Atlético Goianiense;Corinthians;0;2
04/11/2012;2012;Portuguesa;Bahia;0;1
04/11/2012;2012;Coritiba;Atlético Mineiro;1;0
04/11/2012;2012;Náutico;Internacional;3;0
10/11/2012;2012;Botafogo;Portuguesa;3;0
10/11/2012;2012;Atlético Goianiense;Santos;2;1
11/11/2012;2012;Corinthians;Coritiba;5;1
11/11/2012;2012;Vasco;Atlético Mineiro;1;1
11/11/2012;2012;Palmeiras;Fluminense;2;3
11/11/2012;2012;Grêmio;São Paulo;2;1
11/11/2012;2012;Cruzeiro;Bahia;3;1
11/11/2012;2012;Ponte Preta;Internacional;1;0
11/11/2012;2012;Figueirense;Sport;1;1
11/11/2012;2012;Náutico;Flamengo;0;1
17/11/2012;2012;Santos;Figueirense;2;0
17/11/2012;2012;Coritiba;Vasco;1;2
18/11/2012;2012;Flamengo;Palmeiras;1;1
18/11/2012;2012;Fluminense;Cruzeiro;0;2
18/11/2012;2012;São Paulo;Náutico;2;1
18/11/2012;2012;Atlético Mineiro;Atlético Goianiense;2;2
18/11/2012;2012;Bahia;Ponte Preta;1;0
18/11/2012;2012;Internacional;Corinthians;0;2
18/11/2012;2012;Portuguesa;Grêmio;2;2
18/11/2012;2012;Sport;Botafogo;2;0
24/11/2012;2012;Vasco;Flamengo;1;1
24/11/2012;2012;Corinthians;Santos;1;1
25/11/2012;2012;Botafogo;Atlético Mineiro;2;3
25/11/2012;2012;Palmeiras;Atlético Goianiense;1;2
25/11/2012;2012;Internacional;Portuguesa;0;2
25/11/2012;2012;Cruzeiro;Coritiba;2;1
25/11/2012;2012;Ponte Preta;São Paulo;0;0
25/11/2012;2012;Figueirense;Grêmio;2;4
25/11/2012;2012;Sport;Fluminense;1;1
25/11/2012;2012;Bahia;Náutico;1;1
01/12/2012;2012;Flamengo;Botafogo;2;2
01/12/2012;2012;Santos;Palmeiras;3;1
02/12/2012;2012;Fluminense;Vasco;1;2
02/12/2012;2012;São Paulo;Corinthians;3;1
02/12/2012;2012;Grêmio;Internacional;0;0
02/12/2012;2012;Atlético Mineiro;Cruzeiro;3;2
02/12/2012;2012;Portuguesa;Ponte Preta;0;0
02/12/2012;2012;Coritiba;Figueirense;3;0
02/12/2012;2012;Náutico;Sport;1;0
02/12/2012;2012;Atlético Goianiense;Bahia;0;1
25/05/2013;2013;Vasco;Portuguesa;1;0
25/05/2013;2013;Vitória;Internacional;2;2
26/05/2013;2013;Corinthians;Botafogo;1;1
26/05/2013;2013;Grêmio;Náutico;2;0
26/05/2013;2013;Ponte Preta;São Paulo;0;2
26/05/2013;2013;Criciúma;Bahia;3;1
26/05/2013;2013;Santos;Flamengo;0;0
26/05/2013;2013;Fluminense;Athletico;2;1
26/05/2013;2013;Cruzeiro;Goiás;5;0
26/05/2013;2013;Coritiba;Atlético Mineiro;2;1
29/05/2013;2013;Athletico;Cruzeiro;2;2
30/05/2013;2013;Botafogo;Santos;2;1
30/05/2013;2013;São Paulo;Vasco;5;1
30/05/2013;2013;Flamengo;Ponte Preta;0;2
30/05/2013;2013;Bahia;Coritiba;0;0
30/05/2013;2013;Náutico;Vitória;0;3
30/05/2013;2013;Goiás;Corinthians;1;1
31/05/2013;2013;Internacional;Criciúma;2;0
01/06/2013;2013;Botafogo;Cruzeiro;2;1
01/06/2013;2013;Athletico;Flamengo;2;2
01/06/2013;2013;Santos;Grêmio;1;1
01/06/2013;2013;Vitória;Vasco;2;0
01/06/2013;2013;Goiás;Coritiba;1;1
02/06/2013;2013;Corinthians;Ponte Preta;1;0
02/06/2013;2013;Fluminense;Criciúma;3;0
02/06/2013;2013;Internacional;Bahia;1;2
02/06/2013;2013;Náutico;Portuguesa;2;2
02/06/2013;2013;Atlético Mineiro;São Paulo;0;0
06/06/2013;2013;São Paulo;Goiás;0;1
06/06/2013;2013;Criciúma;Santos;3;1
06/06/2013;2013;Portuguesa;Internacional;1;1
06/06/2013;2013;Vasco;Atlético Mineiro;2;0
06/06/2013;2013;Grêmio;Vitória;1;0
06/06/2013;2013;Ponte Preta;Athletico;3;4
06/06/2013;2013;Flamengo;Náutico;0;1
06/06/2013;2013;Bahia;Botafogo;2;1
06/06/2013;2013;Cruzeiro;Corinthians;1;0
07/06/2013;2013;Coritiba;Fluminense;2;1
08/06/2013;2013;Criciúma;Flamengo;0;3
08/06/2013;2013;Cruzeiro;Internacional;2;2
08/06/2013;2013;Vasco;Bahia;1;1
08/06/2013;2013;Corinthians;Portuguesa;0;0
09/06/2013;2013;Ponte Preta;Botafogo;0;2
09/06/2013;2013;Atlético Mineiro;Grêmio;2;0
09/06/2013;2013;Fluminense;Goiás;2;1
09/06/2013;2013;Vitória;Athletico;3;2
09/06/2013;2013;Coritiba;Náutico;1;0
13/06/2013;2013;Santos;Atlético Mineiro;1;0
13/06/2013;2013;Portuguesa;Fluminense;2;1
13/06/2013;2013;Grêmio;São Paulo;1;1
06/07/2013;2013;Flamengo;Coritiba;2;2
06/07/2013;2013;Náutico;Ponte Preta;1;3
06/07/2013;2013;Athletico;Grêmio;1;1
07/07/2013;2013;Portuguesa;Cruzeiro;1;1
07/07/2013;2013;São Paulo;Santos;0;2
07/07/2013;2013;Bahia;Corinthians;0;2
07/07/2013;2013;Internacional;Vasco;5;3
07/07/2013;2013;Goiás;Vitória;1;0
07/07/2013;2013;Botafogo;Fluminense;1;0
07/07/2013;2013;Atlético Mineiro;Criciúma;3;2
11/07/2013;2013;São Paulo;Bahia;1;2
13/07/2013;2013;Fluminense;Internacional;2;3
13/07/2013;2013;Santos;Portuguesa;4;1
14/07/2013;2013;Ponte Preta;Bahia;0;0
14/07/2013;2013;Corinthians;Atlético Mineiro;0;1
14/07/2013;2013;Vitória;São Paulo;3;2
14/07/2013;2013;Grêmio;Botafogo;2;1
14/07/2013;2013;Coritiba;Athletico;1;0
14/07/2013;2013;Vasco;Flamengo;0;1
14/07/2013;2013;Criciúma;Goiás;0;0
14/07/2013;2013;Cruzeiro;Náutico;3;0
20/07/2013;2013;Botafogo;Náutico;2;0
20/07/2013;2013;São Paulo;Cruzeiro;0;3
20/07/2013;2013;Criciúma;Grêmio;2;1
21/07/2013;2013;Vitória;Bahia;0;0
21/07/2013;2013;Internacional;Flamengo;1;0
21/07/2013;2013;Athletico;Corinthians;1;1
21/07/2013;2013;Santos;Coritiba;2;2
21/07/2013;2013;Fluminense;Vasco;1;3
21/07/2013;2013;Goiás;Portuguesa;2;1
25/07/2013;2013;São Paulo;Internacional;0;1
27/07/2013;2013;Vasco;Criciúma;3;2
27/07/2013;2013;Portuguesa;Athletico;2;3
28/07/2013;2013;Ponte Preta;Santos;1;0
28/07/2013;2013;Corinthians;São Paulo;0;0
28/07/2013;2013;Grêmio;Fluminense;2;0
28/07/2013;2013;Náutico;Internacional;3;0
28/07/2013;2013;Cruzeiro;Atlético Mineiro;4;1
28/07/2013;2013;Flamengo;Botafogo;1;1
28/07/2013;2013;Bahia;Goiás;2;1
28/07/2013;2013;Coritiba;Vitória;1;1
01/08/2013;2013;Fluminense;Cruzeiro;1;0
01/08/2013;2013;Atlético Mineiro;Athletico;1;2
01/08/2013;2013;Portuguesa;Criciúma;1;1
01/08/2013;2013;Coritiba;Ponte Preta;5;3
01/08/2013;2013;Corinthians;Grêmio;2;0
01/08/2013;2013;Bahia;Flamengo;3;0
02/08/2013;2013;Botafogo;Vitória;2;0
02/08/2013;2013;Goiás;Vasco;1;1
03/08/2013;2013;Cruzeiro;Coritiba;1;0
04/08/2013;2013;Flamengo;Atlético Mineiro;3;0
04/08/2013;2013;Grêmio;Internacional;1;1
04/08/2013;2013;Ponte Preta;Fluminense;1;1
04/08/2013;2013;Criciúma;Corinthians;0;2
04/08/2013;2013;Athletico;Goiás;2;0
04/08/2013;2013;Vasco;Botafogo;2;3
04/08/2013;2013;Vitória;Portuguesa;2;1
08/08/2013;2013;Vitória;Fluminense;1;1
08/08/2013;2013;Criciúma;Cruzeiro;1;2
08/08/2013;2013;Flamengo;Portuguesa;1;1
08/08/2013;2013;Athletico;Bahia;1;0
08/08/2013;2013;Goiás;Náutico;2;1
08/08/2013;2013;Atlético Mineiro;Botafogo;2;2
08/08/2013;2013;Santos;Corinthians;1;1
09/08/2013;2013;Vasco;Ponte Preta;1;1
09/08/2013;2013;Grêmio;Coritiba;0;1
10/08/2013;2013;Botafogo;Goiás;1;1
10/08/2013;2013;Náutico;Atlético Mineiro;0;0
11/08/2013;2013;Fluminense;Flamengo;2;3
11/08/2013;2013;Corinthians;Vitória;2;0
11/08/2013;2013;Cruzeiro;Santos;0;0
11/08/2013;2013;Coritiba;Vasco;0;1
11/08/2013;2013;Bahia;Grêmio;0;3
11/08/2013;2013;Internacional;Athletico;2;2
11/08/2013;2013;Ponte Preta;Criciúma;3;1
11/08/2013;2013;Portuguesa;São Paulo;2;1
15/08/2013;2013;Criciúma;Náutico;3;0
15/08/2013;2013;Atlético Mineiro;Bahia;2;0
15/08/2013;2013;Santos;Vasco;1;1
15/08/2013;2013;Vitória;Ponte Preta;3;1
15/08/2013;2013;Coritiba;Portuguesa;1;1
15/08/2013;2013;Fluminense;Corinthians;0;0
15/08/2013;2013;Grêmio;Cruzeiro;3;1
15/08/2013;2013;Goiás;Flamengo;1;1
16/08/2013;2013;São Paulo;Athletico;1;1
16/08/2013;2013;Botafogo;Internacional;3;3
17/08/2013;2013;Náutico;Fluminense;0;1
17/08/2013;2013;Cruzeiro;Vitória;5;1
18/08/2013;2013;Vasco;Grêmio;2;3
18/08/2013;2013;Flamengo;São Paulo;0;0
18/08/2013;2013;Corinthians;Coritiba;1;0
18/08/2013;2013;Ponte Preta;Goiás;0;1
18/08/2013;2013;Portuguesa;Botafogo;1;3
18/08/2013;2013;Bahia;Santos;0;0
18/08/2013;2013;Internacional;Atlético Mineiro;0;0
18/08/2013;2013;Athletico;Criciúma;2;1
24/08/2013;2013;Flamengo;Grêmio;0;1
24/08/2013;2013;Ponte Preta;Cruzeiro;0;2
24/08/2013;2013;Santos;Vitória;2;0
25/08/2013;2013;Criciúma;Coritiba;2;1
25/08/2013;2013;Vasco;Corinthians;1;1
25/08/2013;2013;São Paulo;Fluminense;2;1
25/08/2013;2013;Bahia;Náutico;2;0
25/08/2013;2013;Atlético Mineiro;Portuguesa;2;1
25/08/2013;2013;Internacional;Goiás;3;3
25/08/2013;2013;Athletico;Botafogo;2;0
31/08/2013;2013;Grêmio;Ponte Preta;1;0
31/08/2013;2013;Goiás;Atlético Mineiro;0;0
31/08/2013;2013;Náutico;Athletico;1;4
31/08/2013;2013;Portuguesa;Bahia;4;2
01/09/2013;2013;Fluminense;Santos;0;2
01/09/2013;2013;Botafogo;São Paulo;0;0
01/09/2013;2013;Corinthians;Flamengo;4;0
01/09/2013;2013;Vitória;Criciúma;0;1
01/09/2013;2013;Coritiba;Internacional;0;0
01/09/2013;2013;Cruzeiro;Vasco;5;3
04/09/2013;2013;Goiás;Grêmio;2;0
04/09/2013;2013;Náutico;São Paulo;0;1
05/09/2013;2013;Flamengo;Vitória;2;1
05/09/2013;2013;Athletico;Santos;2;1
05/09/2013;2013;Portuguesa;Ponte Preta;2;1
05/09/2013;2013;Bahia;Cruzeiro;1;3
05/09/2013;2013;Internacional;Corinthians;1;0
05/09/2013;2013;Atlético Mineiro;Fluminense;2;2
06/09/2013;2013;Botafogo;Coritiba;3;1
06/09/2013;2013;São Paulo;Criciúma;1;2
06/09/2013;2013;Náutico;Vasco;0;3
07/09/2013;2013;Fluminense;Bahia;1;0
07/09/2013;2013;Vitória;Atlético Mineiro;1;1
07/09/2013;2013;Ponte Preta;Internacional;1;3
07/09/2013;2013;Santos;Goiás;1;0
08/09/2013;2013;Grêmio;Portuguesa;3;2
08/09/2013;2013;Corinthians;Náutico;0;0
08/09/2013;2013;Cruzeiro;Flamengo;1;0
08/09/2013;2013;Coritiba;São Paulo;2;0
08/09/2013;2013;Vasco;Athletico;0;0
08/09/2013;2013;Criciúma;Botafogo;1;2
11/09/2013;2013;Internacional;Santos;1;2
12/09/2013;2013;Athletico;Fluminense;1;1
12/09/2013;2013;Bahia;Criciúma;2;2
12/09/2013;2013;Goiás;Cruzeiro;1;2
12/09/2013;2013;Botafogo;Corinthians;1;0
12/09/2013;2013;Náutico;Grêmio;0;2
12/09/2013;2013;Portuguesa;Vasco;2;0
13/09/2013;2013;Internacional;Vitória;2;2
13/09/2013;2013;Flamengo;Santos;2;1
13/09/2013;2013;São Paulo;Ponte Preta;1;0
13/09/2013;2013;Atlético Mineiro;Coritiba;3;0
14/09/2013;2013;Cruzeiro;Athletico;1;0
15/09/2013;2013;Fluminense;Portuguesa;2;1
15/09/2013;2013;Vasco;São Paulo;0;2
15/09/2013;2013;Corinthians;Goiás;1;2
15/09/2013;2013;Ponte Preta;Flamengo;1;1
15/09/2013;2013;Criciúma;Internacional;0;1
15/09/2013;2013;Coritiba;Bahia;2;2
15/09/2013;2013;Vitória;Náutico;2;1
15/09/2013;2013;Grêmio;Atlético Mineiro;0;1
15/09/2013;2013;Santos;Botafogo;1;2
19/09/2013;2013;Vasco;Vitória;1;2
19/09/2013;2013;Grêmio;Santos;1;1
19/09/2013;2013;Criciúma;Fluminense;1;2
19/09/2013;2013;Coritiba;Goiás;2;2
19/09/2013;2013;São Paulo;Atlético Mineiro;1;0
19/09/2013;2013;Ponte Preta;Corinthians;2;0
19/09/2013;2013;Cruzeiro;Botafogo;3;0
20/09/2013;2013;Flamengo;Athletico;2;4
20/09/2013;2013;Bahia;Internacional;2;0
20/09/2013;2013;Portuguesa;Náutico;3;0
21/09/2013;2013;Fluminense;Coritiba;1;1
22/09/2013;2013;Vitória;Grêmio;0;0
22/09/2013;2013;Botafogo;Bahia;1;2
22/09/2013;2013;Corinthians;Cruzeiro;0;0
22/09/2013;2013;Internacional;Portuguesa;0;1
22/09/2013;2013;Goiás;São Paulo;1;0
22/09/2013;2013;Náutico;Flamengo;0;0
22/09/2013;2013;Atlético Mineiro;Vasco;2;1
22/09/2013;2013;Athletico;Ponte Preta;1;0
22/09/2013;2013;Santos;Criciúma;2;1
26/09/2013;2013;Criciúma;Atlético Mineiro;1;1
26/09/2013;2013;Santos;Náutico;1;1
28/09/2013;2013;Goiás;Fluminense;1;2
28/09/2013;2013;Náutico;Coritiba;3;0
29/09/2013;2013;Botafogo;Ponte Preta;0;1
29/09/2013;2013;Flamengo;Criciúma;4;1
29/09/2013;2013;São Paulo;Grêmio;0;1
29/09/2013;2013;Bahia;Vasco;0;0
29/09/2013;2013;Portuguesa;Corinthians;4;0
29/09/2013;2013;Internacional;Cruzeiro;1;2
29/09/2013;2013;Atlético Mineiro;Santos;3;1
29/09/2013;2013;Athletico;Vitória;3;5
02/10/2013;2013;Ponte Preta;Náutico;1;2
03/10/2013;2013;Grêmio;Athletico;1;0
03/10/2013;2013;Cruzeiro;Portuguesa;4;0
03/10/2013;2013;Fluminense;Botafogo;1;1
03/10/2013;2013;Vitória;Goiás;2;1
03/10/2013;2013;Corinthians;Bahia;2;0
03/10/2013;2013;Coritiba;Flamengo;0;2
03/10/2013;2013;Santos;São Paulo;3;0
04/10/2013;2013;Atlético Mineiro;Ponte Preta;4;0
04/10/2013;2013;Vasco;Internacional;3;1
05/10/2013;2013;Botafogo;Grêmio;0;1
06/10/2013;2013;São Paulo;Vitória;3;2
06/10/2013;2013;Flamengo;Vasco;1;1
06/10/2013;2013;Internacional;Fluminense;1;0
06/10/2013;2013;Náutico;Cruzeiro;1;4
06/10/2013;2013;Atlético Mineiro;Corinthians;0;0
06/10/2013;2013;Athletico;Coritiba;2;1
06/10/2013;2013;Bahia;Ponte Preta;1;1
06/10/2013;2013;Goiás;Criciúma;1;1
06/10/2013;2013;Portuguesa;Santos;3;0
10/10/2013;2013;Grêmio;Criciúma;1;2
10/10/2013;2013;Coritiba;Santos;1;0
10/10/2013;2013;Bahia;Vitória;2;0
10/10/2013;2013;Ponte Preta;Atlético Mineiro;2;0
10/10/2013;2013;Vasco;Fluminense;1;0
10/10/2013;2013;Corinthians;Athletico;0;0
10/10/2013;2013;Náutico;Botafogo;1;3
10/10/2013;2013;Cruzeiro;São Paulo;0;2
11/10/2013;2013;Portuguesa;Goiás;1;2
11/10/2013;2013;Flamengo;Internacional;2;1
12/10/2013;2013;Fluminense;Grêmio;1;1
12/10/2013;2013;Vitória;Coritiba;2;1
13/10/2013;2013;Santos;Ponte Preta;2;1
13/10/2013;2013;São Paulo;Corinthians;0;0
13/10/2013;2013;Internacional;Náutico;4;1
13/10/2013;2013;Criciúma;Vasco;3;2
13/10/2013;2013;Atlético Mineiro;Cruzeiro;1;0
13/10/2013;2013;Botafogo;Flamengo;2;1
13/10/2013;2013;Goiás;Bahia;3;1
13/10/2013;2013;Athletico;Portuguesa;1;0
17/10/2013;2013;Santos;Internacional;0;0
17/10/2013;2013;Cruzeiro;Fluminense;1;0
17/10/2013;2013;São Paulo;Náutico;3;0
17/10/2013;2013;Ponte Preta;Coritiba;1;0
17/10/2013;2013;Criciúma;Portuguesa;1;3
17/10/2013;2013;Flamengo;Bahia;2;1
17/10/2013;2013;Grêmio;Corinthians;1;0
17/10/2013;2013;Athletico;Atlético Mineiro;1;0
18/10/2013;2013;Vasco;Goiás;0;2
18/10/2013;2013;Vitória;Botafogo;1;0
19/10/2013;2013;Fluminense;Ponte Preta;1;1
19/10/2013;2013;Náutico;Santos;1;5
20/10/2013;2013;Corinthians;Criciúma;1;0
20/10/2013;2013;Bahia;São Paulo;0;1
20/10/2013;2013;Internacional;Grêmio;2;2
20/10/2013;2013;Goiás;Athletico;3;0
20/10/2013;2013;Atlético Mineiro;Flamengo;1;0
20/10/2013;2013;Botafogo;Vasco;2;2
20/10/2013;2013;Coritiba;Cruzeiro;2;1
20/10/2013;2013;Portuguesa;Vitória;1;1
26/10/2013;2013;Botafogo;Atlético Mineiro;1;0
26/10/2013;2013;Cruzeiro;Criciúma;5;3
27/10/2013;2013;Corinthians;Santos;1;1
27/10/2013;2013;Bahia;Athletico;1;1
27/10/2013;2013;Internacional;São Paulo;2;3
27/10/2013;2013;Ponte Preta;Vasco;2;1
27/10/2013;2013;Portuguesa;Flamengo;0;0
27/10/2013;2013;Fluminense;Vitória;2;3
27/10/2013;2013;Náutico;Goiás;0;2
27/10/2013;2013;Coritiba;Grêmio;4;0
02/11/2013;2013;Vasco;Coritiba;2;1
02/11/2013;2013;São Paulo;Portuguesa;2;1
03/11/2013;2013;Atlético Mineiro;Náutico;5;0
03/11/2013;2013;Vitória;Corinthians;1;1
03/11/2013;2013;Grêmio;Bahia;0;0
03/11/2013;2013;Goiás;Botafogo;1;0
03/11/2013;2013;Santos;Cruzeiro;0;1
03/11/2013;2013;Flamengo;Fluminense;1;0
03/11/2013;2013;Criciúma;Ponte Preta;1;1
03/11/2013;2013;Athletico;Internacional;1;0
09/11/2013;2013;Bahia;Atlético Mineiro;0;0
09/11/2013;2013;Portuguesa;Coritiba;0;0
10/11/2013;2013;Flamengo;Goiás;1;1
10/11/2013;2013;Internacional;Botafogo;2;1
10/11/2013;2013;Ponte Preta;Vitória;0;3
10/11/2013;2013;Cruzeiro;Grêmio;3;0
10/11/2013;2013;Athletico;São Paulo;3;0
10/11/2013;2013;Vasco;Santos;2;2
10/11/2013;2013;Corinthians;Fluminense;1;0
10/11/2013;2013;Náutico;Criciúma;0;1
13/11/2013;2013;Grêmio;Vasco;1;0
13/11/2013;2013;Goiás;Ponte Preta;2;0
14/11/2013;2013;Botafogo;Portuguesa;0;0
14/11/2013;2013;Criciúma;Athletico;2;1
14/11/2013;2013;São Paulo;Flamengo;2;0
14/11/2013;2013;Vitória;Cruzeiro;1;3
14/11/2013;2013;Coritiba;Corinthians;0;1
14/11/2013;2013;Santos;Bahia;3;0
15/11/2013;2013;Fluminense;Náutico;2;0
15/11/2013;2013;Atlético Mineiro;Internacional;2;1
16/11/2013;2013;Botafogo;Athletico;4;0
17/11/2013;2013;Coritiba;Criciúma;1;2
17/11/2013;2013;Fluminense;São Paulo;2;1
17/11/2013;2013;Corinthians;Vasco;0;0
17/11/2013;2013;Vitória;Santos;2;0
17/11/2013;2013;Cruzeiro;Ponte Preta;2;2
17/11/2013;2013;Grêmio;Flamengo;2;1
17/11/2013;2013;Goiás;Internacional;3;1
17/11/2013;2013;Náutico;Bahia;0;1
17/11/2013;2013;Portuguesa;Atlético Mineiro;2;0
23/11/2013;2013;Vasco;Cruzeiro;2;1
23/11/2013;2013;Criciúma;Vitória;1;1
24/11/2013;2013;Atlético Mineiro;Goiás;4;1
24/11/2013;2013;Flamengo;Corinthians;1;0
24/11/2013;2013;Ponte Preta;Grêmio;1;1
24/11/2013;2013;Athletico;Náutico;6;1
24/11/2013;2013;Santos;Fluminense;1;0
24/11/2013;2013;São Paulo;Botafogo;1;1
24/11/2013;2013;Bahia;Portuguesa;1;0
24/11/2013;2013;Internacional;Coritiba;0;0
30/11/2013;2013;Fluminense;Atlético Mineiro;2;2
01/12/2013;2013;Corinthians;Internacional;0;0
01/12/2013;2013;Vasco;Náutico;2;0
01/12/2013;2013;Vitória;Flamengo;4;2
01/12/2013;2013;Ponte Preta;Portuguesa;0;2
01/12/2013;2013;Criciúma;São Paulo;1;0
01/12/2013;2013;Cruzeiro;Bahia;1;2
01/12/2013;2013;Coritiba;Botafogo;2;1
01/12/2013;2013;Grêmio;Goiás;1;0
01/12/2013;2013;Santos;Athletico;2;1
07/12/2013;2013;Flamengo;Cruzeiro;1;1
07/12/2013;2013;Náutico;Corinthians;1;0
08/12/2013;2013;Botafogo;Criciúma;3;0
08/12/2013;2013;São Paulo;Coritiba;0;1
08/12/2013;2013;Bahia;Fluminense;1;2
08/12/2013;2013;Internacional;Ponte Preta;0;0
08/12/2013;2013;Goiás;Santos;0;3
08/12/2013;2013;Atlético Mineiro;Vitória;2;2
08/12/2013;2013;Athletico;Vasco;5;1
08/12/2013;2013;Portuguesa;Grêmio;0;0
19/04/2014;2014;Fluminense;Figueirense;3;0
19/04/2014;2014;Internacional;Vitória;1;0
20/04/2014;2014;Chapecoense;Coritiba;0;0
20/04/2014;2014;São Paulo;Botafogo;3;0
20/04/2014;2014;Athletico;Grêmio;1;0
20/04/2014;2014;Atlético Mineiro;Corinthians;0;0
20/04/2014;2014;Bahia;Cruzeiro;1;2
20/04/2014;2014;Flamengo;Goiás;0;0
20/04/2014;2014;Santos;Sport;1;1
20/04/2014;2014;Criciúma;Palmeiras;1;2
26/04/2014;2014;Coritiba;Santos;0;0
27/04/2014;2014;Palmeiras;Fluminense;0;1
27/04/2014;2014;Botafogo;Internacional;2;2
27/04/2014;2014;Corinthians;Flamengo;2;0
